event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR138650,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Vasylivska,Kamianske,47.5424,35.3662,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Kamianske, Zaporizhia. There were no casualties.",0,,1701813041
UKR138651,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Kherson, Kherson. Casualties unknown.",0,,1701813041
UKR138652,1-Dec-23,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),8,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,3,24 Channel,National,"Interception: On 1 December 2023, Ukrainian military forces intercepted 20 Russian kamikaze-drones and 2 missiles across Kherson, Zaporizhia, Dnipropetrovsk and Mykolaiv regions (coded to Kherson, Kherson).",0,,1701813041
UKR138653,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kivsharivka,49.63,37.6733,1,Ukrinform,National,"On 1 December 2023, Russian military forces shelled Kivsharivka, Kharkiv, damaging residential buildings and infrastructural objects. There were no casualties.",0,,1701813041
UKR138654,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Klischiivka,48.5279,37.9582,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military south of Klischiivka, Donetsk. The Russian military shelled Klischiivka. Casualties unknown.",0,,1701813041
UKR138655,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Kostiantynivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138656,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Kpasnopilska,Krasnopillia,50.7746,35.2597,2,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled the Krasnopillia community (coded to Krasnopillia, Sumy). Casualties unknown.",0,,1701813041
UKR138657,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Krasnyi Khutir,52.2865,33.0317,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Krasnyi Khutir, Chernihiv. Casualties unknown.",0,,1701813041
UKR138658,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,2,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military, but were repelled in the Serebrianka forestry near Kreminna, Luhansk. Russian air forces struck the Serebrianka forestry. Casualties unknown.",0,,1701813041
UKR138659,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kirovograd,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,24 Channel,National,"On 1 December 2023, Russian military forces shelled Kropyvnytskyi, Kirovograd. Casualties unknown.",0,,1701813041
UKR138660,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Oleshkivska,Krynky,46.7467,33.1187,1,Institute for the Study of War; Liveuamap,Local partner-New media,"On 1 December 2023, Russian and Ukrainian military forces clashed in Krynky, Kherson. Russian aircraft launched guided bombs near Krynky. Casualties unknown.",0,,1701813041
UKR138661,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Kryvorizkyi,Kryvorizka,Kryvyi Rih,47.9093,33.3933,1,24 Channel,National,"On 1 December 2023, Russian military forces shelled Kryvyi Rih, Dnipropetrovsk. Casualties unknown.",0,,1701813041
UKR138662,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malynivska,Levadne,47.7457,36.5958,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Levadne, Zaporizhia. There were no casualties.",0,,1701813041
UKR138663,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Maiorsk,48.4005,37.9708,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Maiorsk, Donetsk. Casualties unknown.",0,,1701813041
UKR138664,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Makarivka,47.7787,36.8006,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Makarivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138665,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Donetsk People's Militia,,8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Makeyevka,Makiivka,48.0464,37.9693,1,DPR Armed Forces Press Service,Other,"On 1 December 2023, Ukrainian military forces shelled DPR's forces in Makiivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138666,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Mala Tokmachka,47.5325,35.8978,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Mala Tokmachka, Zaporizhia. There were no casualties.",0,,1701813041
UKR138667,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malynivska,Malynivka,47.6723,36.4758,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Malynivka, Zaporizhia. Casualties unknown.",0,,1701813041
UKR138668,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.6354,34.6277,2,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled the Marhanets community (coded to Marhanets, Dnipropetrovsk). There were no casualties.",0,,1701813041
UKR138669,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Marinka,47.9425,37.505,1,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces advanced in Marinka, Donetsk, clashing with the Ukrainian military. The Russian military shelled Marinka. Casualties unknown.",0,,1701813041
UKR138670,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Markove,48.6535,37.7907,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Markove, Donetsk. Casualties unknown.",0,,1701813041
UKR138671,1-Dec-23,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-) Air Force,,8,18,,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,3,Suspilne Media,National,"Interception: On 1 December 2023, Ukrainian military forces intercepted 8 Russian kamikaze-drones over the Mykolaiv region (coded to Mykolaiv, Mykolaiv).",0,,1701813041
UKR138672,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Myrivska,Myrove,47.7697,34.7311,2,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled the Myrove community (coded to Myrove, Dnipropetrovsk). Casualties unknown.",0,,1701813041
UKR138673,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Nevske,49.1581,37.9749,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Nevske, Luhansk. Casualties unknown.",0,,1701813041
UKR138674,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,New York,48.3319,37.8358,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled New York, Donetsk. Casualties unknown.",0,,1701813041
UKR138675,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.5712,34.3964,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Nikopol, Dnipropetrovsk. There were no casualties.",0,,1701813041
UKR138676,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Yuvileina,Nova Mayachka,46.5964,33.2235,1,Liveuamap,Local partner-New media,"On 1 December 2023, Ukrainian military forces shelled the Russian military base in Nova Mayachka, Kherson. Casualties unknown.",0,,1701813041
UKR138677,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novoandriivka,47.5621,35.6972,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Novoandriivka, Zaporizhia. There were no casualties.",0,,1701813041
UKR138678,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Novodanylivka, Zaporizhia. There were no casualties.",0,,1701813041
UKR138679,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malynivska,Novodarivka,47.7807,36.6353,1,Suspilne Media,National,"On 1 December 2023, Russian drones attacked Novodarivka, Zaporizhia. There were no casualties.",0,,1701813041
UKR138680,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Novokalynove,48.2468,37.6976,2,Institute for the Study of War,Other,"On 1 December 2023, Russian and Ukrainian military clashed near Novokalynove, Donetsk. Casualties unknown.",0,,1701813041
UKR138681,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),Military Forces of Russia (2000-) Air Force,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Novomykhaylivka,47.8538,37.4841,2,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces, supported by air forces, attacked the Ukrainian military, but were repelled near Novomykhaylivka, Donetsk. The Russian military shelled Novomykhaylivka. Casualties unknown.",0,,1701813041
UKR138682,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novopavlivka,47.5999,35.7163,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Novopavlivka, Zaporizhia. There were no casualties.",0,,1701813041
UKR138683,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,Military Forces of Russia (2000-),,8,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Tokmatska,Novoprokopivka,47.4198,35.8323,2,Institute for the Study of War,Other,"On 1 December 2023, Ukrainian military forces attacked near Novoprokopivka, Zaporizhia, by were repelled by the Russian military. Casualties unknown.",0,,1701813041
UKR138684,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Novotiahynka,46.7489,32.9939,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Novotiahynka, Kherson. Casualties unknown.",0,,1701813041
UKR138685,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Novoukrainka,47.8375,37.1047,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Novoukrainka, Donetsk. Casualties unknown.",0,,1701813041
UKR138686,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Orikhovo-Vasylivka,48.6801,37.8802,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Orikhovo-Vasylivka, Donetsk. Casualties unknown.",0,,1701813041
UKR138687,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Pervomayske,48.0971,37.592,2,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces attacked the Ukrainian military, but were repelled near Pervomayske, Donetsk. Casualties unknown.",0,,1701813041
UKR138688,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petpopavlivska,Petropavlivka,49.7162,37.7171,1,Ministry of Defence of Ukraine,Other,"On 1 December 2023, Russian military forces shelled Petropavlivka, Kharkiv. Casualties unknown.",0,,1701813041
UKR138689,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Pivnichne,48.3982,37.9175,1,Suspilne Media,National,"On 1 December 2023, Russian military forces shelled Pivnichne, Donetsk. Casualties unknown.",0,,1701813041
